[2018-03-08 18:25:39] error-log.ALERT: Fatal Error (E_ERROR): Class 'DeskallGridFieldAddNewMultiClass' not found {"code":1,"message":"Class 'DeskallGridFieldAddNewMultiClass' not found","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Extensions/ElementalEditorExtension.php","line":19} []
[2018-03-08 18:26:43] error-log.ALERT: Fatal Error (E_ERROR): Class 'DeskallGridFieldAddNewMultiClass' not found {"code":1,"message":"Class 'DeskallGridFieldAddNewMultiClass' not found","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Extensions/ElementalEditorExtension.php","line":19} []
[2018-03-08 18:27:25] error-log.ALERT: Fatal Error (E_ERROR): Class 'DeskallGridFieldAddNewMultiClass' not found {"code":1,"message":"Class 'DeskallGridFieldAddNewMultiClass' not found","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Extensions/ElementalEditorExtension.php","line":19} []
[2018-03-08 18:27:35] error-log.ERROR: Uncaught Exception LogicException: "The current member does not have permission to publish this ChangeSet." at /Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/versioned/src/ChangeSet.php line 134 {"exception":"[object] (LogicException(code: 0): The current member does not have permission to publish this ChangeSet. at /Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/versioned/src/ChangeSet.php:134)"} []
[2018-03-08 18:28:37] error-log.ALERT: Fatal Error (E_ERROR): Class 'Symbiote\GridFieldExtensions\ReflectionClass' not found {"code":1,"message":"Class 'Symbiote\\GridFieldExtensions\\ReflectionClass' not found","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/DeskallGridFieldAddNewMultiClass.php","line":137} []
[2018-03-08 18:28:53] error-log.ALERT: Fatal Error (E_ERROR): Class 'GridFieldExtensions' not found {"code":1,"message":"Class 'GridFieldExtensions' not found","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/DeskallGridFieldAddNewMultiClass.php","line":243} []
[2018-03-08 18:29:13] error-log.WARNING: E_USER_WARNING: None of the following templates could be found: DeskallGridFieldAddNewMultiClass in themes "Array (     [0] => silverstripe/admin:cms-forms     [1] => $default ) " {"code":512,"message":"None of the following templates could be found: DeskallGridFieldAddNewMultiClass in themes \"Array\n(\n    [0] => silverstripe/admin:cms-forms\n    [1] => $default\n)\n\"","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/View/SSViewer.php","line":210} []
[2018-03-08 18:29:13] error-log.WARNING: E_WARNING: file_get_contents(): Filename cannot be empty {"code":2,"message":"file_get_contents(): Filename cannot be empty","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/View/SSViewer.php","line":634} []
[2018-03-08 18:31:09] error-log.WARNING: E_USER_WARNING: None of the following templates could be found: DeskallGridFieldAddNewMultiClass in themes "Array (     [0] => silverstripe/admin:cms-forms     [1] => $default ) " {"code":512,"message":"None of the following templates could be found: DeskallGridFieldAddNewMultiClass in themes \"Array\n(\n    [0] => silverstripe/admin:cms-forms\n    [1] => $default\n)\n\"","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/View/SSViewer.php","line":210} []
[2018-03-08 18:31:09] error-log.WARNING: E_USER_WARNING: Couldn't set response type to 500 because of output on line 358 of /Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/Control/HTTPResponse.php {"code":512,"message":"Couldn't set response type to 500 because of output on line 358 of /Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/Control/HTTPResponse.php","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/Control/HTTPResponse.php","line":337} []
[2018-03-08 18:31:23] error-log.WARNING: E_USER_WARNING: None of the following templates could be found: DeskallGridFieldAddNewMultiClass in themes "Array (     [0] => silverstripe/admin:cms-forms     [1] => $default ) " {"code":512,"message":"None of the following templates could be found: DeskallGridFieldAddNewMultiClass in themes \"Array\n(\n    [0] => silverstripe/admin:cms-forms\n    [1] => $default\n)\n\"","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/View/SSViewer.php","line":210} []
[2018-03-08 18:31:23] error-log.WARNING: E_WARNING: file_get_contents(): Filename cannot be empty {"code":2,"message":"file_get_contents(): Filename cannot be empty","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/View/SSViewer.php","line":634} []
[2018-03-08 18:33:55] error-log.WARNING: E_USER_WARNING: None of the following templates could be found: DeskallGridFieldAddNewMultiClass in themes "Array (     [0] => silverstripe/admin:cms-forms     [1] => $default ) " {"code":512,"message":"None of the following templates could be found: DeskallGridFieldAddNewMultiClass in themes \"Array\n(\n    [0] => silverstripe/admin:cms-forms\n    [1] => $default\n)\n\"","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/View/SSViewer.php","line":210} []
[2018-03-08 18:33:56] error-log.WARNING: E_USER_WARNING: Couldn't set response type to 500 because of output on line 358 of /Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/Control/HTTPResponse.php {"code":512,"message":"Couldn't set response type to 500 because of output on line 358 of /Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/Control/HTTPResponse.php","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/Control/HTTPResponse.php","line":337} []
[2018-03-08 18:34:05] error-log.WARNING: E_USER_WARNING: None of the following templates could be found: DeskallGridFieldAddNewMultiClass in themes "Array (     [0] => silverstripe/admin:cms-forms     [1] => $default ) " {"code":512,"message":"None of the following templates could be found: DeskallGridFieldAddNewMultiClass in themes \"Array\n(\n    [0] => silverstripe/admin:cms-forms\n    [1] => $default\n)\n\"","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/View/SSViewer.php","line":210} []
[2018-03-08 18:34:05] error-log.WARNING: E_WARNING: file_get_contents(): Filename cannot be empty {"code":2,"message":"file_get_contents(): Filename cannot be empty","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/View/SSViewer.php","line":634} []
[2018-03-08 18:34:25] error-log.WARNING: E_USER_WARNING: None of the following templates could be found: DeskallGridFieldAddNewMultiClass in themes "Array (     [0] => silverstripe/admin:cms-forms     [1] => $default ) " {"code":512,"message":"None of the following templates could be found: DeskallGridFieldAddNewMultiClass in themes \"Array\n(\n    [0] => silverstripe/admin:cms-forms\n    [1] => $default\n)\n\"","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/View/SSViewer.php","line":210} []
[2018-03-08 18:34:25] error-log.WARNING: E_WARNING: file_get_contents(): Filename cannot be empty {"code":2,"message":"file_get_contents(): Filename cannot be empty","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/vendor/silverstripe/framework/src/View/SSViewer.php","line":634} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:51:07] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:32] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:32] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 18:52:49] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/IconDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:03:34] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":61} []
[2018-03-08 19:05:51] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":62} []
[2018-03-08 19:05:51] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":62} []
[2018-03-08 19:05:51] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":62} []
[2018-03-08 19:05:51] error-log.WARNING: E_WARNING: Illegal string offset 'Title' {"code":2,"message":"Illegal string offset 'Title'","file":"/Users/guillaumepacilly/Documents/GitHub/PrimaKlima/deskall-page-blocks/src/Forms/HTMLDropdownField.php","line":62} []
